sample	sample_id	unit	platform	library	flowcell	lane	fq1	fq2	kb1	kb2
s070	T200036	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200036_T2087_9F_S70_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200036_T2087_9F_S70_L001_R2_001.fastq.gz	2644624	2728288
s071	T200037	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200037_T2087_9G_S71_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200037_T2087_9G_S71_L001_R2_001.fastq.gz	2367964	2446876
s072	T200038	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200038_T2087_9H_S72_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200038_T2087_9H_S72_L001_R2_001.fastq.gz	2464028	2604152
s073	T200039	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200039_T2087_10A_S73_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200039_T2087_10A_S73_L001_R2_001.fastq.gz	1273260	1322212
s074	T200040	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200040_T2087_10B_S74_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200040_T2087_10B_S74_L001_R2_001.fastq.gz	1486356	1590984
s075	T200042	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200042_T2087_10D_S76_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200042_T2087_10D_S76_L001_R2_001.fastq.gz	2937144	3021332
s076	T200043	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200043_T2087_10E_S77_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200043_T2087_10E_S77_L001_R2_001.fastq.gz	2345280	2430676
s077	T200044	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200044_T2087_10F_S78_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200044_T2087_10F_S78_L001_R2_001.fastq.gz	2345600	2398240
s078	T200046	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200046_T2087_10H_S80_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200046_T2087_10H_S80_L001_R2_001.fastq.gz	2866508	2977920
s079	T200047	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200047_T2087_11A_S81_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200047_T2087_11A_S81_L001_R2_001.fastq.gz	4181312	4278488
s080	T200048	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200048_T2087_11B_S82_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200048_T2087_11B_S82_L001_R2_001.fastq.gz	2358300	2447212
s081	T200049	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200049_T2087_11C_S83_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200049_T2087_11C_S83_L001_R2_001.fastq.gz	2595408	2692984
s082	T200050	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200050_T2087_11D_S84_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200050_T2087_11D_S84_L001_R2_001.fastq.gz	2216140	2296216
s083	T200051	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200051_T2087_11E_S85_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200051_T2087_11E_S85_L001_R2_001.fastq.gz	1798884	1867544
s084	T200052	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200052_T2087_11F_S86_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200052_T2087_11F_S86_L001_R2_001.fastq.gz	1807040	1859840
s085	T200053	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200053_T2087_11G_S87_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200053_T2087_11G_S87_L001_R2_001.fastq.gz	2216396	2301844
s086	T200054	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200054_T2087_11H_S88_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200054_T2087_11H_S88_L001_R2_001.fastq.gz	2781816	2930528
s087	T200055	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200055_T2087_12A_S89_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200055_T2087_12A_S89_L001_R2_001.fastq.gz	1411680	1453768
s088	T200056	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200056_T2087_12B_S90_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200056_T2087_12B_S90_L001_R2_001.fastq.gz	2385440	2448408
s089	T200057	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200057_T2087_12C_S91_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200057_T2087_12C_S91_L001_R2_001.fastq.gz	2486004	2556016
s090	T200059	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200059_T2087_12E_S93_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200059_T2087_12E_S93_L001_R2_001.fastq.gz	2298828	2377672
s091	T200060	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200060_T2087_12F_S94_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200060_T2087_12F_S94_L001_R2_001.fastq.gz	2469356	2555600
s092	T200061	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200061_T2087_12G_S95_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200061_T2087_12G_S95_L001_R2_001.fastq.gz	2320452	2381800
s093	T200062	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200062_T2087_12H_S96_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200062_T2087_12H_S96_L001_R2_001.fastq.gz	1847464	1925888
s094	T200418	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200418_T2091_9D_S92_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200418_T2091_9D_S92_L001_R2_001.fastq.gz	4791484	4992976
s095	T200419	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200419_T2091_9E_S75_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200419_T2091_9E_S75_L001_R2_001.fastq.gz	1473928	1538612
s096	T200420	1	ILLUMINA	Lib-1	HY75HDSX2	1	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R1/T200420_T2091_9F_S79_L001_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2087_R2/T200420_T2091_9F_S79_L001_R2_001.fastq.gz	1906632	1982452
s097	T200063	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200063_T2088_1A_S6_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200063_T2088_1A_S6_L002_R2_001.fastq.gz	1691000	1732896
s098	T200064	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200064_T2088_1B_S9_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200064_T2088_1B_S9_L002_R2_001.fastq.gz	2219512	2296940
s099	T200065	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200065_T2088_1C_S10_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200065_T2088_1C_S10_L002_R2_001.fastq.gz	1610628	1657704
s100	T200066	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200066_T2088_1D_S73_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200066_T2088_1D_S73_L002_R2_001.fastq.gz	702724	739256
s101	T200067	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200067_T2088_1E_S74_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200067_T2088_1E_S74_L002_R2_001.fastq.gz	2096004	2196308
s102	T200068	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200068_T2088_1F_S11_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200068_T2088_1F_S11_L002_R2_001.fastq.gz	1929064	1954412
s103	T200069	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200069_T2088_1G_S12_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200069_T2088_1G_S12_L002_R2_001.fastq.gz	1756996	1783520
s104	T200070	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200070_T2088_1H_S13_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200070_T2088_1H_S13_L002_R2_001.fastq.gz	2483448	2563800
s105	T200071	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200071_T2088_2A_S17_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200071_T2088_2A_S17_L002_R2_001.fastq.gz	1674796	1680336
s106	T200072	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200072_T2088_2B_S18_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200072_T2088_2B_S18_L002_R2_001.fastq.gz	1940984	1984300
s107	T200073	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200073_T2088_2C_S19_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200073_T2088_2C_S19_L002_R2_001.fastq.gz	1941808	1935264
s108	T200074	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200074_T2088_2D_S20_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200074_T2088_2D_S20_L002_R2_001.fastq.gz	2490228	2533312
s109	T200075	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200075_T2088_2E_S21_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200075_T2088_2E_S21_L002_R2_001.fastq.gz	1732524	1756420
s110	T200076	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200076_T2088_2F_S22_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200076_T2088_2F_S22_L002_R2_001.fastq.gz	1712328	1742424
s111	T200077	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200077_T2088_2G_S23_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200077_T2088_2G_S23_L002_R2_001.fastq.gz	1883024	1927492
s112	T200078	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200078_T2088_2H_S24_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200078_T2088_2H_S24_L002_R2_001.fastq.gz	2226428	2297780
s113	T200079	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200079_T2088_3A_S14_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200079_T2088_3A_S14_L002_R2_001.fastq.gz	1697384	1712772
s114	T200080	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200080_T2088_3B_S15_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200080_T2088_3B_S15_L002_R2_001.fastq.gz	1655024	1671544
s115	T200081	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200081_T2088_3C_S16_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200081_T2088_3C_S16_L002_R2_001.fastq.gz	1843136	1882720
s116	T200082	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200082_T2088_3D_S50_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200082_T2088_3D_S50_L002_R2_001.fastq.gz	2278424	2339236
s117	T200083	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200083_T2088_3E_S76_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200083_T2088_3E_S76_L002_R2_001.fastq.gz	2633852	2712336
s118	T200085	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200085_T2088_3G_S77_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200085_T2088_3G_S77_L002_R2_001.fastq.gz	2679452	2724856
s119	T200087	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200087_T2088_4A_S25_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200087_T2088_4A_S25_L002_R2_001.fastq.gz	2911632	2988472
s120	T200088	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200088_T2088_4B_S26_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200088_T2088_4B_S26_L002_R2_001.fastq.gz	2495472	2541432
s121	T200089	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200089_T2088_4C_S27_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200089_T2088_4C_S27_L002_R2_001.fastq.gz	2112432	2137896
s122	T200090	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200090_T2088_4D_S28_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200090_T2088_4D_S28_L002_R2_001.fastq.gz	3024860	3070844
s123	T200091	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200091_T2088_4E_S29_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200091_T2088_4E_S29_L002_R2_001.fastq.gz	3011240	3074908
s124	T200092	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200092_T2088_4F_S30_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200092_T2088_4F_S30_L002_R2_001.fastq.gz	2544640	2600668
s125	T200093	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200093_T2088_4G_S31_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200093_T2088_4G_S31_L002_R2_001.fastq.gz	2582032	2647832
s126	T200094	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200094_T2088_4H_S32_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200094_T2088_4H_S32_L002_R2_001.fastq.gz	2853556	2925436
s127	T200095	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200095_T2088_5A_S33_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200095_T2088_5A_S33_L002_R2_001.fastq.gz	2699996	2786224
s128	T200096	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200096_T2088_5B_S34_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200096_T2088_5B_S34_L002_R2_001.fastq.gz	2323192	2371752
s129	T200097	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200097_T2088_5C_S35_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200097_T2088_5C_S35_L002_R2_001.fastq.gz	100304	102164
s130	T200098	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200098_T2088_5D_S36_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200098_T2088_5D_S36_L002_R2_001.fastq.gz	3468712	3604012
s131	T200099	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200099_T2088_5E_S37_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200099_T2088_5E_S37_L002_R2_001.fastq.gz	2663124	2739752
s132	T200100	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200100_T2088_5F_S38_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200100_T2088_5F_S38_L002_R2_001.fastq.gz	2742252	2808008
s133	T200101	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200101_T2088_5G_S39_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200101_T2088_5G_S39_L002_R2_001.fastq.gz	3026756	3113308
s134	T200102	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200102_T2088_5H_S40_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200102_T2088_5H_S40_L002_R2_001.fastq.gz	2974424	3034384
s135	T200103	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200103_T2088_6A_S41_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200103_T2088_6A_S41_L002_R2_001.fastq.gz	2304920	2342560
s136	T200104	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200104_T2088_6B_S42_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200104_T2088_6B_S42_L002_R2_001.fastq.gz	2988140	3073752
s137	T200105	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200105_T2088_6C_S43_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200105_T2088_6C_S43_L002_R2_001.fastq.gz	2693476	2747048
s138	T200106	1	ILLUMINA	Lib-2	HY75HDSX2	2	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R1/T200106_T2088_6D_S44_L002_R1_001.fastq.gz	/home/eanderson/Documents/projects/yukon-chinookomes/resources/fastq/NVS127B_Columbus_T2088_R2/T200106_T2088_6D_S44_L002_R2_001.fastq.gz	2622804	2694692
